drug_id,drug_name,condition,reason,source
drug_001877,Mucinex Fast Max Night Time Cold And Flu,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001878,Mucinex Fast Max Severe Cold,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001879,Mucinex Fast Max Severe Congestion And Cold,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001882,Mucinex Nightshift Cold And Flu,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001883,Muse,pregnancy,Pregnancy category X,drugs_com
drug_001884,Mycophenolate Mofetil,pregnancy,Pregnancy category D,drugs_com
drug_001885,Mydayis,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001891,Myorisan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001891,Myorisan,pregnancy,Pregnancy category X,drugs_com
drug_001893,Mysoline,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001895,Myxredlin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001896,Nabumetone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001897,Nadolol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001899,Nalbuphine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001900,Nalex A,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001901,Nalex A 12,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001902,Nalfon,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001902,Nalfon,pregnancy,Pregnancy category D,drugs_com
drug_001903,Nalocet,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001904,Naloxone Pentazocine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001908,Naprelan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001909,Naprosyn,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001910,Naproxen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001911,Naproxen Sumatriptan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001913,Nardil,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001917,Nateglinide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001920,Nayzilam,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001920,Nayzilam,pregnancy,Pregnancy category D,drugs_com
drug_001921,Nebivolol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001922,Nebivolol Valsartan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001923,Nefazodone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001925,Neomycin,pregnancy,Pregnancy category D,drugs_com
drug_001927,Nesina,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001935,Nexiclon Xr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001939,Niacin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001940,Niacor,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001941,Niaspan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001944,Nighttime Sleepaid,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001945,Nikki,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001945,Nikki,pregnancy,Pregnancy category X,drugs_com
drug_001946,Nimodipine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001947,Ninjacof,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001950,Nitro Bid,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001951,Nitro Dur,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001952,Nitro Td Patch A,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001953,Nitro Time,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001955,Nitroglycerin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001956,Nitrolingual Pumpspray,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001957,Nitromist,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001958,Nitrostat,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001960,Nohist Lq,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001962,Norel Ad,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001964,Norpramin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001965,Nortemp Children S,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001966,Nortriptyline,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001969,Norwich Aspirin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001971,Novahistine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001972,Novolin 70 30,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001973,Novolin N,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001974,Novolin R,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001975,Novolog,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001976,Novolog Flexpen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001977,Novolog Mix 70 30,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001978,Novolog Mix 70 30 Flexpen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001979,Novolog Penfill,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001983,Nucynta,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001984,Nucynta Er,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001986,Nuprin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001987,Nuprin Backache,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001990,Nytol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001991,Nytol Quickcaps,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001992,Ocella,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001992,Ocella,pregnancy,Pregnancy category X,drugs_com
drug_001996,Ofirmev,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001998,Ogen,pregnancy,Pregnancy category X,drugs_com
drug_002000,Olanzapine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002001,Olanzapine Samidorphan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002002,Oliceridine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002003,Olinvyk,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002004,Olmesartan,pregnancy,Pregnancy category D,drugs_com
drug_002007,Olopatadine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002018,Onglyza,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002019,Onset Forte,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002021,Opium,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002026,Oraxyl,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002026,Oraxyl,pregnancy,Pregnancy category D,drugs_com
drug_002028,Orlistat,pregnancy,Pregnancy category X,drugs_com
drug_002029,Orphenadrine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002036,Oseni,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002040,Otrexup,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002040,Otrexup,pregnancy,Pregnancy category X,drugs_com
drug_002042,Oxaprozin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002043,Oxaydo,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002044,Oxazepam,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002045,Oxcarbazepine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002047,Oxsoralen Ultra,pregnancy,Pregnancy category D,drugs_com
drug_002048,Oxtellar Xr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002051,Oxybutynin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002052,Oxycodone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002053,Oxycontin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002054,Oxydose,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002055,Oxyfast,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002056,Oxymorphone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002057,Oxytrol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002059,Ozempic,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002060,P A C,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002061,P A C Analgesic,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002063,Painaid,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002064,Paliperidone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002065,Pamelor,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002066,Panatuss Ped,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002072,Paracetamol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002073,Parnate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002074,Paroxetine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002074,Paroxetine,pregnancy,Pregnancy category D,drugs_com
drug_002075,Patanase,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002076,Paxil,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002076,Paxil,pregnancy,Pregnancy category D,drugs_com
drug_002077,Paxil Cr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002077,Paxil Cr,pregnancy,Pregnancy category D,drugs_com
drug_002079,Pce Dispertab,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002085,Penicillamine,pregnancy,Pregnancy category D,drugs_com
drug_002094,Pentobarbital,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002094,Pentobarbital,pregnancy,Pregnancy category D,drugs_com
drug_002103,Perampanel,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002104,Percocet,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002105,Percodan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002106,Percogesic Extra Strength,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002107,Percogesic Original Strength,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002108,Perindopril,pregnancy,Pregnancy category D,drugs_com
drug_002110,Perphenazine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002112,Perseris,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002113,Pexeva,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002113,Pexeva,pregnancy,Pregnancy category D,drugs_com
drug_002118,Pharbetol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002119,Phena Plus,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002120,Phenadoz,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002121,Phenagil,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002122,Phendimetrazine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002123,Phenelzine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002124,Phenergan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002125,Pheniramine Phenylephrine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002126,Phenobarbital,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002126,Phenobarbital,pregnancy,Pregnancy category D,drugs_com
drug_002127,Phentermine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002127,Phentermine,pregnancy,Pregnancy category X,drugs_com
drug_002128,Phentermine Topiramate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002128,Phentermine Topiramate,pregnancy,Pregnancy category X,drugs_com
drug_002129,Phenylephrine Promethazine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002130,Phenylephrine Triprolidine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002131,Phenytek,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002131,Phenytek,pregnancy,Pregnancy category D,drugs_com
drug_002132,Phenytoin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002132,Phenytoin,pregnancy,Pregnancy category D,drugs_com
drug_002133,Phenytoin Sodium,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002133,Phenytoin Sodium,pregnancy,Pregnancy category D,drugs_com
drug_002136,Phosphasal,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002139,Pindolol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002141,Pioglitazone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002144,Piroxicam,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002145,Pitavastatin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002145,Pitavastatin,pregnancy,Pregnancy category X,drugs_com
drug_002150,Polmon,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002151,Poly Hist Forte,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002152,Poly Tussin Ac,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002158,Pramlintide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002162,Prandin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002163,Pravastatin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002163,Pravastatin,pregnancy,Pregnancy category X,drugs_com
drug_002165,Prazosin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002170,Pregabalin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002171,Pregnyl,pregnancy,Pregnancy category X,drugs_com
drug_002172,Premarin,pregnancy,Pregnancy category X,drugs_com
drug_002173,Premarin Intravenous,pregnancy,Pregnancy category X,drugs_com
drug_002174,Premphase,pregnancy,Pregnancy category X,drugs_com
drug_002175,Prempro,pregnancy,Pregnancy category X,drugs_com
drug_002176,Prestalia,pregnancy,Pregnancy category D,drugs_com
drug_002182,Prialt,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002187,Primidone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002188,Primlev,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002190,Prinivil,pregnancy,Pregnancy category D,drugs_com
drug_002191,Pristiq,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002195,Procentra,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002196,Prochlorperazine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002200,Prolate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002201,Prolia,pregnancy,Pregnancy category X,drugs_com
drug_002202,Promethazine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002203,Promethazine Dm,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002204,Promethegan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002206,Propranolol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002207,Proprinal,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002210,Protriptyline,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002211,Prozac,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002212,Prudoxin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002214,Pseudoephedrine Triprolidine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002219,Qbrelis,pregnancy,Pregnancy category D,drugs_com
drug_002220,Qdolo,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002223,Qsymia,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002223,Qsymia,pregnancy,Pregnancy category X,drugs_com
drug_002224,Qtern,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002225,Quazepam,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002226,Qudexy Xr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002226,Qudexy Xr,pregnancy,Pregnancy category D,drugs_com
drug_002227,Quetiapine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002228,Quillichew Er,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002229,Quillivant Xr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002230,Quinapril,pregnancy,Pregnancy category D,drugs_com
drug_002233,Quviviq,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002239,Raloxifene,pregnancy,Pregnancy category X,drugs_com
drug_002241,Ramelteon,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002242,Ramipril,pregnancy,Pregnancy category D,drugs_com
drug_002245,Rasuvo,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002245,Rasuvo,pregnancy,Pregnancy category X,drugs_com
drug_002250,Reclast,pregnancy,Pregnancy category D,drugs_com
drug_002252,Reditrex,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002252,Reditrex,pregnancy,Pregnancy category X,drugs_com
drug_002255,Reglan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002258,Relafen Ds,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002261,Relexxii,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002262,Relion Novolin 70 30,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002265,Remdesivir,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002266,Remeron,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002267,Remeron Soltab,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002270,Repaglinide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002276,Restoril,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002276,Restoril,pregnancy,Pregnancy category X,drugs_com
drug_002282,Rexulti,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002285,Rezvoglar,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002295,Riomet,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002298,Risperdal,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002299,Risperdal Consta,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002300,Risperidone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002301,Ritalin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002302,Ritalin La,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002309,Robitussin Peak Cold Daytime Cold Flu,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002310,Robitussin Peak Cold Nighttime Cold Flu,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002311,Robitussin Peak Cold Nighttime Nasal Relief,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002317,Rosiglitazone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002318,Rosuvastatin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002318,Rosuvastatin,pregnancy,Pregnancy category X,drugs_com
drug_002319,Roszet,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002321,Roweepra,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002322,Roweepra Xr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002323,Roxicodone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002324,Roxybond,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002325,Rozerem,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002326,Ru Hist D,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002327,Ru Hist Forte,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002330,Ryaltris,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002331,Rybelsus,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002332,Ryclora,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002333,Rymed,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002334,Rynex Pe,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002335,Ryvent,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002336,Sabril,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002347,Salsalate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002350,Saphris,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002368,Saxagliptin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002369,Saxenda,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002372,Scot Tussin Allergy,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002376,Secuado,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002378,Seglentis,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002379,Segluromet,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002380,Selegiline,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002382,Semaglutide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002383,Semglee,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002384,Semprex D,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002385,Septra,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002385,Septra,pregnancy,Pregnancy category D,drugs_com
drug_002386,Septra Ds,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002386,Septra Ds,pregnancy,Pregnancy category D,drugs_com
drug_002388,Seroquel,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002389,Seroquel Xr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002390,Sertraline,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002393,Siladryl Allergy,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002395,Silapap Childrens,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002396,Sildenafil,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002397,Silenor,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002399,Simply Sleep,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002402,Simvastatin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002402,Simvastatin,pregnancy,Pregnancy category X,drugs_com
drug_002404,Sinus And Allergy Pe,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002405,Sitagliptin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002407,Sleep Aid,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002408,Sleepinal,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002409,Slo Niacin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002416,Soliqua,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002417,Solodyn,pregnancy,Pregnancy category D,drugs_com
drug_002424,Sominex,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002425,Sonata,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002428,Soriatane,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002428,Soriatane,pregnancy,Pregnancy category X,drugs_com
drug_002430,Sotret,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002430,Sotret,pregnancy,Pregnancy category X,drugs_com
drug_002433,Spironolactone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002435,Spravato,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002436,Spritam,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002437,Sprix,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002441,Starlix,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002442,Staxyn,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002443,Steglatro,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002444,Steglujan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002446,Stendra,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002456,Sudafed Pe Cold And Cough,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002457,Sudafed Pe Head Congestion Pain,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002457,Sudafed Pe Head Congestion Pain,pregnancy,Pregnancy category D,drugs_com
drug_002458,Sudafed Pe Pressure Pain Cold,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002459,Sudafed Pe Pressure Pain Cough,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002460,Sudafed Pe Severe Cold,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002461,Sudafed Pe Sinus And Allergy,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002462,Sudogest Sinus And Allergy,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002463,Sufentanil,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002467,Sulfamethoxazole Trimethoprim,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002467,Sulfamethoxazole Trimethoprim,pregnancy,Pregnancy category D,drugs_com
drug_002469,Sulfatrim Pediatric,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002469,Sulfatrim Pediatric,pregnancy,Pregnancy category D,drugs_com
drug_002472,Sulindac,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002484,Surmontil,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002485,Sustiva,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002485,Sustiva,pregnancy,Pregnancy category D,drugs_com
drug_002486,Sutan Dm,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002487,Suvorexant,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002488,Syeda,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002488,Syeda,pregnancy,Pregnancy category X,drugs_com
drug_002490,Symbyax,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002491,Symfi,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002492,Symfi Lo,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002493,Symlin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002494,Symlin Pen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002495,Symlinpen 120,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002496,Symlinpen 60,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002500,Synjardy,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002501,Synjardy Xr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002508,Tactinal,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002509,Tadalafil,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002510,Tagamet Hb,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002513,Tannic 12 S,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002514,Tanzeum,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002515,Tapentadol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002516,Targadox,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002516,Targadox,pregnancy,Pregnancy category D,drugs_com
drug_002517,Tarka,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002517,Tarka,pregnancy,Pregnancy category D,drugs_com
drug_002520,Tazarotene,pregnancy,Pregnancy category X,drugs_com
drug_002522,Tazorac,pregnancy,Pregnancy category X,drugs_com
drug_002525,Tekturna,pregnancy,Pregnancy category D,drugs_com
drug_002526,Tekturna Hct,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002526,Tekturna Hct,pregnancy,Pregnancy category D,drugs_com
drug_002528,Telmisartan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002528,Telmisartan,pregnancy,Pregnancy category D,drugs_com
drug_002529,Temazepam,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_002529,Temazepam,pregnancy,Pregnancy category X,drugs_com
drug_002532,Tempra Quicklets,concurrent alcohol use,Alcohol interaction flag,drugs_com
